Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_active,fac_staff_recovered,fac_inc_active,fac_inc_recovered,fac_staff_positive,fac_inc_positive,sum_inc_tested,sum_inc_deaths,sum_staff_deaths,sum_total_testsconducted,sum_inc_vaccinated,sum_staff_vaccinated,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_recovered,sum_inc_active,sum_inc_positive,sum_staff_recovered,sum_staff_active,sum_staff_posnonprison,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_vaccinatedpercent,state
3633,2021-06-18,,MO,Southeast CC (SECC Charleston),0.0,127.0,1.0,272.0,127.0,273.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3634,2021-06-18,,MO,TCC Tipton,0.0,70.0,0.0,172.0,70.0,172.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3635,2021-06-18,,MO,TCSTL St. Louis,0.0,44.0,1.0,8.0,44.0,9.0,,,,,,,,,"1621 N. 1st Street St. Louis, MO 63102",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3636,2021-06-18,,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,0.0,662.0,85.0,662.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3637,2021-06-18,,MO,Western MO CC (WMCC Cameron),0.0,161.0,3.0,216.0,161.0,219.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3638,2021-06-18,,MO,Western RDCC (WRDCC St. Joseph),0.0,141.0,2.0,378.0,141.0,380.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3639,2021-06-18,,MO,,,,,,,,,48.0,6.0,,13774,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3640,2021-06-21,,MO,ACC Jefferson City,1.0,65.0,0.0,145.0,66.0,145.0,,,,,,,,,8501 No More Victims Road,,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3641,2021-06-21,,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3642,2021-06-21,,MO,CCC Chillicothe,9.0,134.0,4.0,300.0,143.0,304.0,,,,,,,,,3151 Litton Road,,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3643,2021-06-21,,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3644,2021-06-21,,MO,Eastern RDCC (ERDCC),1.0,194.0,3.0,596.0,195.0,599.0,,,,,,,,,2727 HIGHWAY K,,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3645,2021-06-21,,MO,Farmington CC (FCC),1.0,222.0,0.0,538.0,223.0,923.0,,,,,,,,,12393 Highway O,,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3646,2021-06-21,,MO,FRDC Fulton,0.0,105.0,5.0,918.0,105.0,923.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3647,2021-06-21,,MO,JCCC Jefferson City,0.0,144.0,0.0,357.0,144.0,357.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3648,2021-06-21,,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3649,2021-06-21,,MO,MCC Moberly,0.0,90.0,1.0,236.0,90.0,237.0,,,,,,,,,5201 South Morley,,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3650,2021-06-21,,MO,Missouri Eastern CC (MECC Pacific),2.0,110.0,0.0,197.0,112.0,197.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3651,2021-06-21,,MO,Maryville TC (MTC),0.0,48.0,0.0,51.0,48.0,51.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3652,2021-06-21,,MO,NECC Bowling Green,1.0,134.0,0.0,109.0,135.0,109.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3653,2021-06-21,,MO,Ozark CC (OCC Fordland),0.0,52.0,0.0,160.0,52.0,160.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3654,2021-06-21,,MO,PCC Potosi,0.0,131.0,0.0,145.0,131.0,145.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3655,2021-06-21,,MO,SCCC Licking),0.0,92.0,1.0,137.0,92.0,138.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3656,2021-06-21,,MO,Southeast CC (SECC Charleston),0.0,127.0,0.0,272.0,127.0,272.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3657,2021-06-21,,MO,TCC Tipton,0.0,70.0,1.0,172.0,70.0,173.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3658,2021-06-21,,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,"1621 N. 1st Street St. Louis, MO 63102",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3659,2021-06-21,,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,3.0,662.0,85.0,665.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3660,2021-06-21,,MO,Western MO CC (WMCC Cameron),0.0,161.0,2.0,216.0,161.0,218.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3661,2021-06-21,,MO,Western RDCC (WRDCC St. Joseph),0.0,141.0,4.0,378.0,141.0,382.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,6222.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3662,2021-06-21,,MO,,,,,,,,,48.0,6.0,,13774,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3663,2021-06-23,NR,MO,ACC Jefferson City,1.0,65.0,0.0,145.0,66.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3664,2021-06-23,NR,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3665,2021-06-23,NR,MO,CCC Chillicothe,9.0,134.0,4.0,300.0,143.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3666,2021-06-23,NR,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3667,2021-06-23,NR,MO,Eastern RDCC (ERDCC),1.0,194.0,3.0,596.0,195.0,599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3668,2021-06-23,NR,MO,Farmington CC (FCC),1.0,222.0,0.0,538.0,223.0,923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3669,2021-06-23,NR,MO,FRDC Fulton,0.0,105.0,5.0,918.0,105.0,923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3670,2021-06-23,NR,MO,JCCC Jefferson City,0.0,144.0,0.0,357.0,144.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3671,2021-06-23,NR,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3672,2021-06-23,NR,MO,MCC Moberly,0.0,90.0,1.0,236.0,90.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3673,2021-06-23,NR,MO,Missouri Eastern CC (MECC Pacific),2.0,110.0,0.0,197.0,112.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3674,2021-06-23,NR,MO,Maryville TC (MTC),0.0,48.0,0.0,51.0,48.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3675,2021-06-23,NR,MO,NECC Bowling Green,1.0,134.0,0.0,109.0,135.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3676,2021-06-23,NR,MO,Ozark CC (OCC Fordland),0.0,52.0,0.0,160.0,52.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3677,2021-06-23,NR,MO,PCC Potosi,0.0,131.0,0.0,145.0,131.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3678,2021-06-23,NR,MO,SCCC Licking),0.0,92.0,1.0,137.0,92.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3679,2021-06-23,NR,MO,Southeast CC (SECC Charleston),0.0,127.0,0.0,272.0,127.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3680,2021-06-23,NR,MO,TCC Tipton,0.0,70.0,1.0,172.0,70.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3681,2021-06-23,NR,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3682,2021-06-23,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,3.0,662.0,85.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3683,2021-06-23,NR,MO,Western MO CC (WMCC Cameron),0.0,161.0,2.0,216.0,161.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3684,2021-06-23,NR,MO,Western RDCC (WRDCC St. Joseph),0.0,141.0,4.0,378.0,141.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3685,2021-06-23,NR,MO,,,,,,,,NR,48.0,6.0,100925.0,13774,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3686,2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3687,2021-06-24,NR,MO,ACC Jefferson City,0.0,66.0,0.0,145.0,66.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3688,2021-06-24,NR,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3689,2021-06-24,NR,MO,CCC Chillicothe,11.0,140.0,5.0,300.0,151.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3690,2021-06-24,NR,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3691,2021-06-24,NR,MO,Eastern RDCC (ERDCC),0.0,195.0,2.0,598.0,195.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3692,2021-06-24,NR,MO,Farmington CC (FCC),0.0,222.0,0.0,538.0,222.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3693,2021-06-24,NR,MO,FRDC Fulton,0.0,105.0,9.0,922.0,105.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3694,2021-06-24,NR,MO,JCCC Jefferson City,1.0,144.0,0.0,357.0,145.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3695,2021-06-24,NR,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3696,2021-06-24,NR,MO,MCC Moberly,0.0,90.0,2.0,236.0,90.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3697,2021-06-24,NR,MO,Missouri Eastern CC (MECC Pacific),0.0,112.0,1.0,197.0,112.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3698,2021-06-24,NR,MO,Maryville TC (MTC),0.0,48.0,0.0,51.0,48.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3699,2021-06-24,NR,MO,NECC Bowling Green,0.0,134.0,1.0,109.0,134.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3700,2021-06-24,NR,MO,Ozark CC (OCC Fordland),1.0,52.0,0.0,160.0,53.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3701,2021-06-24,NR,MO,PCC Potosi,3.0,131.0,0.0,145.0,134.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3702,2021-06-24,NR,MO,SCCC Licking),0.0,92.0,2.0,137.0,92.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3703,2021-06-24,NR,MO,Southeast CC (SECC Charleston),0.0,127.0,0.0,272.0,127.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3704,2021-06-24,NR,MO,TCC Tipton,0.0,70.0,1.0,172.0,70.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3705,2021-06-24,NR,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3706,2021-06-24,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,2.0,663.0,85.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3707,2021-06-24,NR,MO,Western MO CC (WMCC Cameron),0.0,161.0,2.0,216.0,161.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3708,2021-06-24,NR,MO,Western RDCC (WRDCC St. Joseph),1.0,141.0,2.0,380.0,142.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3709,2021-06-24,NR,MO,,,,,,,,NR,48.0,6.0,102984.0,13984,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3710,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3711,2021-06-25,NR,MO,ACC Jefferson City,0.0,66.0,0.0,145.0,66.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3712,2021-06-25,NR,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3713,2021-06-25,NR,MO,CCC Chillicothe,11.0,140.0,5.0,300.0,151.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3714,2021-06-25,NR,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3715,2021-06-25,NR,MO,Eastern RDCC (ERDCC),0.0,195.0,2.0,598.0,195.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3716,2021-06-25,NR,MO,Farmington CC (FCC),0.0,222.0,0.0,538.0,222.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3717,2021-06-25,NR,MO,FRDC Fulton,0.0,105.0,9.0,922.0,105.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3718,2021-06-25,NR,MO,JCCC Jefferson City,1.0,144.0,0.0,357.0,145.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3719,2021-06-25,NR,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3720,2021-06-25,NR,MO,MCC Moberly,0.0,90.0,2.0,236.0,90.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3721,2021-06-25,NR,MO,Missouri Eastern CC (MECC Pacific),0.0,112.0,1.0,197.0,112.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3722,2021-06-25,NR,MO,Maryville TC (MTC),0.0,48.0,0.0,51.0,48.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3723,2021-06-25,NR,MO,NECC Bowling Green,0.0,134.0,1.0,109.0,134.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3724,2021-06-25,NR,MO,Ozark CC (OCC Fordland),1.0,52.0,0.0,160.0,53.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3725,2021-06-25,NR,MO,PCC Potosi,3.0,131.0,0.0,145.0,134.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3726,2021-06-25,NR,MO,SCCC Licking),0.0,92.0,2.0,137.0,92.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3727,2021-06-25,NR,MO,Southeast CC (SECC Charleston),0.0,127.0,0.0,272.0,127.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3728,2021-06-25,NR,MO,TCC Tipton,0.0,70.0,1.0,172.0,70.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3729,2021-06-25,NR,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3730,2021-06-25,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,2.0,663.0,85.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3731,2021-06-25,NR,MO,Western MO CC (WMCC Cameron),0.0,161.0,2.0,216.0,161.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
